0	0	0	0	-1.8760120e+02
0	0	0	1	-3.8906827e+02
0	0	0	2	-2.4480693e+02
0	0	0	3	-3.0503406e+02
0	0	0	4	-3.9261691e+02
0	0	0	5	-2.9387900e+02
0	0	0	6	-3.1178860e+02
0	0	0	7	-2.9126672e+02
0	0	0	8	-4.0419284e+02
0	0	0	9	-2.5669531e+02
0	0	0	10	-4.0485684e+02
0	0	0	11	-1.9289575e+02
0	0	0	12	-4.3154504e+02
0	0	0	13	-3.6921158e+02
0	0	0	14	-3.5501105e+02
0	0	0	15	-3.7460635e+02
0	0	0	16	-3.3895706e+02
0	0	0	17	-5.1523914e+02
0	0	0	18	-4.2583304e+02
0	0	0	19	-5.5241913e+02
0	0	0	20	-2.1606660e+02
0	0	0	21	-3.5214069e+02
0	0	0	22	-3.8997836e+02
0	0	0	23	-3.9420462e+02
0	0	0	24	-4.6740778e+02
0	0	0	25	-4.3767670e+02
0	0	0	26	-4.9559747e+02
0	0	0	27	-4.2018158e+02
0	0	0	28	-4.5925330e+02
0	0	0	29	-5.2946106e+02
0	0	0	30	-4.5503668e+02
0	0	0	31	-4.3450949e+02
0	0	0	32	-3.9613364e+02
0	0	0	33	-4.8045126e+02
0	0	0	34	2.6657465e+02
0	0	0	35	1.7424724e+02
0	0	0	36	2.9441910e+02
0	0	0	37	2.0989349e+02
0	0	0	38	2.4408611e+02
0	0	0	39	2.7216174e+02
0	0	0	40	2.7914255e+02
0	0	0	41	2.7944388e+02
0	0	0	42	3.0024411e+02
0	0	0	43	2.5002240e+02
0	0	0	44	3.1058020e+02
0	0	0	45	1.7953499e+02
0	0	0	46	2.8847824e+02
0	0	0	47	1.7095934e+02
0	0	0	48	2.8846838e+02
0	0	0	49	2.3069574e+02
0	0	0	50	2.8032190e+02
0	0	0	51	8.2888458e+02
0	0	0	52	8.6919202e+02
0	0	0	53	4.6596854e+02
0	0	0	54	4.7084320e+02
0	0	0	55	3.9438437e+02
0	0	0	56	6.7202100e+02
0	0	0	57	6.8089752e+02
0	0	0	58	5.5736603e+02
0	0	0	59	5.1042465e+02
0	0	0	60	5.8956586e+02
0	0	0	61	4.8290363e+02
0	0	0	62	4.8535852e+02
0	0	0	63	5.4963196e+02
0	0	1	0	-1.9328090e+02
0	0	1	1	-3.7773862e+02
0	0	1	2	-3.0263016e+02
0	0	1	3	-3.0524091e+02
0	0	1	4	-3.0683975e+02
0	0	1	5	-3.3639816e+02
0	0	1	6	-3.1396487e+02
0	0	1	7	-3.3430353e+02
0	0	1	8	-3.8085931e+02
0	0	1	9	-2.8618118e+02
0	0	1	10	-3.9766763e+02
0	0	1	11	-2.4201851e+02
0	0	1	12	-3.9539609e+02
0	0	1	13	-3.8316602e+02
0	0	1	14	-3.6858679e+02
0	0	1	15	-3.5541199e+02
0	0	1	16	-4.4408090e+02
0	0	1	17	-4.1274432e+02
0	0	1	18	-4.1576138e+02
0	0	1	19	-4.6860443e+02
0	0	1	20	-4.1881720e+02
0	0	1	21	-4.3447012e+02
0	0	1	22	-4.0555652e+02
0	0	1	23	-4.1552542e+02
0	0	1	24	-3.9807275e+02
0	0	1	25	-4.2656079e+02
0	0	1	26	-4.8932346e+02
0	0	1	27	-3.3591739e+02
0	0	1	28	-3.9492715e+02
0	0	1	29	-3.9594464e+02
0	0	1	30	-4.3286197e+02
0	0	1	31	-4.8107217e+02
0	0	1	32	-4.3007932e+02
0	0	1	33	-4.5268973e+02
0	0	1	34	3.4466510e+02
0	0	1	35	3.1777719e+02
0	0	1	36	3.8176587e+02
0	0	1	37	3.2139032e+02
0	0	1	38	4.1913385e+02
0	0	1	39	2.9378394e+02
0	0	1	40	4.2398398e+02
0	0	1	41	4.1177640e+02
0	0	1	42	4.0225735e+02
0	0	1	43	2.9997153e+02
0	0	1	44	3.9735486e+02
0	0	1	45	3.1600705e+02
0	0	1	46	3.5788849e+02
0	0	1	47	3.0115723e+02
0	0	1	48	3.2469406e+02
0	0	1	49	3.9564160e+02
0	0	1	50	5.0316776e+02
0	0	1	51	8.8117535e+02
0	0	1	52	9.7721063e+02
0	0	1	53	5.9610260e+02
0	0	1	54	6.2075818e+02
0	0	1	55	5.7177734e+02
0	0	1	56	8.4825781e+02
0	0	1	57	7.6685284e+02
0	0	1	58	7.3082239e+02
0	0	1	59	5.5197534e+02
0	0	1	60	5.5220001e+02
0	0	1	61	4.7266281e+02
0	0	1	62	6.1155353e+02
0	0	1	63	6.9751294e+02
1	0	0	0	-4.0400806e+02
1	0	0	1	-4.9775101e+02
1	0	0	2	-3.3592526e+02
1	0	0	3	-4.5078754e+02
1	0	0	4	-4.2418063e+02
1	0	0	5	-4.2904648e+02
1	0	0	6	-4.3170685e+02
1	0	0	7	-4.4591016e+02
1	0	0	8	-4.7178549e+02
1	0	0	9	-2.9086032e+02
1	0	0	10	-5.1212000e+02
1	0	0	11	-2.9960406e+02
1	0	0	12	-4.7585846e+02
1	0	0	13	-4.4533661e+02
1	0	0	14	-5.2713409e+02
1	0	0	15	-4.0440784e+02
1	0	0	16	-5.6385590e+02
1	0	0	17	-5.9097827e+02
1	0	0	18	-5.4871307e+02
1	0	0	19	-5.5043860e+02
1	0	0	20	-4.5100653e+02
1	0	0	21	-5.3283252e+02
1	0	0	22	-5.0420798e+02
1	0	0	23	-5.4082599e+02
1	0	0	24	-6.0693384e+02
1	0	0	25	-5.0285120e+02
1	0	0	26	-5.1695099e+02
1	0	0	27	-5.7646405e+02
1	0	0	28	-4.0261429e+02
1	0	0	29	-5.0455600e+02
1	0	0	30	-4.8678882e+02
1	0	0	31	-5.6564429e+02
1	0	0	32	-5.1783246e+02
1	0	0	33	-5.3211169e+02
1	0	0	34	1.5176845e+02
1	0	0	35	2.2802341e+02
1	0	0	36	1.9094060e+02
1	0	0	37	3.5258987e+02
1	0	0	38	2.2412279e+02
1	0	0	39	1.3810085e+02
1	0	0	40	1.7210741e+02
1	0	0	41	2.2873676e+02
1	0	0	42	2.6177393e+02
1	0	0	43	2.9731577e+02
1	0	0	44	3.1976331e+02
1	0	0	45	2.1455701e+02
1	0	0	46	2.3149544e+02
1	0	0	47	1.5951422e+02
1	0	0	48	2.0920192e+02
1	0	0	49	2.7695590e+02
1	0	0	50	2.3210684e+02
1	0	0	51	8.8071600e+02
1	0	0	52	8.8154376e+02
1	0	0	53	4.8242523e+02
1	0	0	54	4.7970560e+02
1	0	0	55	5.7896423e+02
1	0	0	56	5.9814777e+02
1	0	0	57	6.7592889e+02
1	0	0	58	5.7285492e+02
1	0	0	59	4.8726300e+02
1	0	0	60	4.8302206e+02
1	0	0	61	4.0431625e+02
1	0	0	62	4.6607132e+02
1	0	0	63	5.0713614e+02
1	0	1	0	-9.3642075e+01
1	0	1	1	-2.2967302e+02
1	0	1	2	-1.2605265e+02
1	0	1	3	-1.6993329e+02
1	0	1	4	-1.9748201e+02
1	0	1	5	-2.4416602e+02
1	0	1	6	-2.6378421e+02
1	0	1	7	-1.6675941e+02
1	0	1	8	-2.8649588e+02
1	0	1	9	-1.7675999e+02
1	0	1	10	-2.4125432e+02
1	0	1	11	-1.9034192e+02
1	0	1	12	-2.5742773e+02
