1.316110000000000000e+05	8.823000000000000000e+03	3.400000000000000000e+01	2.517505641703253971e+01	2.635373910152535259e+01	5.538632205041783552e-01	6.355154418768315105e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316170000000000000e+05	8.722000000000000000e+03	4.300000000000000000e+01	2.523186547407298619e+01	2.538291749910453632e+01	7.460048601476363395e-01	9.493730459742978356e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316170000000000000e+05	8.823000000000000000e+03	3.700000000000000000e+01	2.525049197850443150e+01	2.612238109486278148e+01	7.098069325653615369e-01	9.033825327450506482e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316230000000000000e+05	8.720000000000000000e+03	5.800000000000000000e+01	2.301150781565802106e+01	2.562918062180356316e+01	9.631707283300322553e-01	9.902346119422865689e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316240000000000000e+05	8.583000000000000000e+03	6.100000000000000000e+01	2.446361397074751309e+01	2.403432286037927312e+01	9.198612760799352861e-01	1.058552703520204252e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316240000000000000e+05	8.703000000000000000e+03	5.500000000000000000e+01	2.450048984471598601e+01	2.412517195028988581e+01	8.072148731302368763e-01	8.194942062959408302e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316240000000000000e+05	8.707000000000000000e+03	5.000000000000000000e+01	2.458206811285496940e+01	2.319826329900471862e+01	7.410066327865482139e-01	9.042888765618326552e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316240000000000000e+05	8.722000000000000000e+03	4.700000000000000000e+01	2.458030309795866231e+01	2.530395206640186245e+01	6.973915664731312747e-01	9.772464740456714427e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316240000000000000e+05	8.828000000000000000e+03	4.700000000000000000e+01	2.439482974640457869e+01	2.531384404423211265e+01	8.534982129220020086e-01	8.717883798602360512e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316250000000000000e+05	8.579000000000000000e+03	3.500000000000000000e+01	2.390754500634929158e+01	2.474285281540499781e+01	5.398892145188778358e-01	6.948744124669457012e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316250000000000000e+05	8.704000000000000000e+03	4.300000000000000000e+01	2.383584211307847056e+01	2.714463170862959274e+01	7.615470049520476348e-01	8.494307370662206313e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316250000000000000e+05	8.724000000000000000e+03	5.000000000000000000e+01	2.369545022742109808e+01	2.488448323439466492e+01	1.025034108219182061e+00	8.568791163998785709e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316250000000000000e+05	8.823000000000000000e+03	4.500000000000000000e+01	2.362758795484478824e+01	2.621804183883962835e+01	7.888443251978423110e-01	7.868007215541096278e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316250000000000000e+05	8.828000000000000000e+03	4.000000000000000000e+01	2.388906193537651390e+01	2.502657576259727179e+01	6.018567483419363651e-01	6.729273469484905457e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316260000000000000e+05	8.583000000000000000e+03	5.600000000000000000e+01	2.395120045872244319e+01	2.438584704178753171e+01	7.396044243229998871e-01	1.165836640183587125e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316260000000000000e+05	8.689000000000000000e+03	4.900000000000000000e+01	2.396885627434394550e+01	2.251052495650130325e+01	7.795189519129493982e-01	7.713056550331238714e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316260000000000000e+05	8.718000000000000000e+03	5.700000000000000000e+01	2.384321373104445030e+01	2.398306339308114588e+01	6.964621797020942306e-01	6.534173078135933066e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316260000000000000e+05	8.720000000000000000e+03	4.100000000000000000e+01	2.389343082102157823e+01	2.565338246604649441e+01	6.254527045566893317e-01	5.750723208036124801e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316260000000000000e+05	8.721000000000000000e+03	4.100000000000000000e+01	2.371020408580248784e+01	2.550318077342610579e+01	7.352667668037936588e-01	8.118835034904243741e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316260000000000000e+05	8.722000000000000000e+03	4.900000000000000000e+01	2.374761209030728182e+01	2.549126758459114939e+01	7.358402798146830293e-01	6.055464217988520970e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316260000000000000e+05	8.724000000000000000e+03	4.700000000000000000e+01	2.352312730954665554e+01	2.491739619591603372e+01	9.627991533488530207e-01	7.137180684644964801e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316260000000000000e+05	8.812000000000000000e+03	4.100000000000000000e+01	2.356392917344315308e+01	2.805213836444367814e+01	8.685958032623711800e-01	8.489848668566409851e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316260000000000000e+05	8.814000000000000000e+03	4.800000000000000000e+01	2.382995533524020360e+01	2.400452479845581166e+01	6.415569163402745634e-01	7.168218057395644438e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316260000000000000e+05	8.819000000000000000e+03	4.600000000000000000e+01	2.366710593258070006e+01	2.453291380347835826e+01	8.288491678755174341e-01	6.347154692676010290e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316260000000000000e+05	8.822000000000000000e+03	4.200000000000000000e+01	2.385209728055633605e+01	2.506920539460077890e+01	5.251187212221742895e-01	8.414706459283693984e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316260000000000000e+05	8.823000000000000000e+03	4.600000000000000000e+01	2.384379205741853269e+01	2.613178693524153928e+01	7.919481227691730352e-01	8.367227416104964233e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316260000000000000e+05	8.828000000000000000e+03	4.000000000000000000e+01	2.372914073216708886e+01	2.528585020282887541e+01	6.558578367690856004e-01	6.113379775759755219e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.576000000000000000e+03	6.100000000000000000e+01	2.538248986179146982e+01	2.216434989917675225e+01	9.280558361629944741e-01	9.127069283506464847e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.579000000000000000e+03	4.200000000000000000e+01	2.554850967247755733e+01	2.474748307650006751e+01	8.284358801810817186e-01	8.117812547783039845e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.583000000000000000e+03	4.500000000000000000e+01	2.531110649696756454e+01	2.406905202275689248e+01	6.682936395082444969e-01	8.922800142044406968e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.593000000000000000e+03	5.500000000000000000e+01	2.551581361104921086e+01	2.408879239224647506e+01	6.668549492395432488e-01	7.833365918622675617e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.594000000000000000e+03	5.600000000000000000e+01	2.549845798985620959e+01	2.134358533605356811e+01	8.126486730960188476e-01	1.097068271474927137e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.597000000000000000e+03	6.100000000000000000e+01	2.548458749088814557e+01	2.206125962405910101e+01	9.491258355575574734e-01	1.174004894446345260e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.677000000000000000e+03	3.200000000000000000e+01	2.580801805139664751e+01	2.470604739685260753e+01	5.556296997477417898e-01	8.308799061471163760e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.685000000000000000e+03	4.400000000000000000e+01	2.571661750108436806e+01	2.419567384538549248e+01	8.319605376418580667e-01	6.836785121204002058e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.686000000000000000e+03	4.900000000000000000e+01	2.558481439347001896e+01	2.281777647866505987e+01	6.621236917472096417e-01	8.612637724565708197e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.688000000000000000e+03	5.100000000000000000e+01	2.573178553585059447e+01	2.218027912822754644e+01	5.737818725355214866e-01	9.495388441618136666e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.689000000000000000e+03	4.600000000000000000e+01	2.577107070492819574e+01	2.241201803836110429e+01	6.704185976741682262e-01	8.241627998838531033e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.695000000000000000e+03	5.100000000000000000e+01	2.573187691609362915e+01	2.163906672452915458e+01	6.497563717989256471e-01	1.015307122821241359e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.704000000000000000e+03	5.300000000000000000e+01	2.562237055772525096e+01	2.728668177161414832e+01	6.490959200132424556e-01	8.665105993552438823e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.707000000000000000e+03	4.700000000000000000e+01	2.550544706223570657e+01	2.302909657948924504e+01	7.111513603744835654e-01	6.675623856962847880e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.711000000000000000e+03	4.900000000000000000e+01	2.573460940943209962e+01	2.245293392018779244e+01	7.530493178498728346e-01	1.083515102492219828e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.718000000000000000e+03	6.100000000000000000e+01	2.549327317864382891e+01	2.385802360238820441e+01	6.109137006315419338e-01	8.590496145696051578e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.719000000000000000e+03	4.100000000000000000e+01	2.563636462287989914e+01	2.413159675705792395e+01	7.984065997567132422e-01	8.826522156261005225e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.720000000000000000e+03	5.900000000000000000e+01	2.566994740415787746e+01	2.576914136924046872e+01	1.052465993886416484e+00	7.600213199956138421e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.316270000000000000e+05	8.722000000000000000e+03	4.800000000000000000e+01	2.558269004980489569e+01	2.559229150500321381e+01	5.841212246539765340e-01	6.959823103689352086e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
