0,217.5,24.4,11.2
1,217.5,24.4,8.0
2,217.5,24.4,4.8
3,217.5,24.4,1.6
4,217.5,24.4,-1.6
5,217.5,24.4,-4.8
6,217.5,24.4,-8.0
7,217.5,24.4,-11.2
8,217.5,21.2,11.2
9,217.5,21.2,8.0
10,217.5,21.2,4.8
11,217.5,21.2,1.6
12,217.5,21.2,-1.6
13,217.5,21.2,-4.8
14,217.5,21.2,-8.0
15,217.5,21.2,-11.2
16,217.5,18.0,11.2
17,217.5,18.0,8.0
18,217.5,18.0,4.8
19,217.5,18.0,1.6
20,217.5,18.0,-1.6
21,217.5,18.0,-4.8
22,217.5,18.0,-8.0
23,217.5,18.0,-11.2
24,217.5,14.8,11.2
25,217.5,14.8,8.0
26,217.5,14.8,4.8
27,217.5,14.8,1.6
28,217.5,14.8,-1.6
29,217.5,14.8,-4.8
30,217.5,14.8,-8.0
31,217.5,14.8,-11.2
32,217.5,11.6,11.2
33,217.5,11.6,8.0
34,217.5,11.6,4.8
35,217.5,11.6,1.6
36,217.5,11.6,-1.6
37,217.5,11.6,-4.8
38,217.5,11.6,-8.0
39,217.5,11.6,-11.2
40,217.5,8.4,11.2
41,217.5,8.4,8.0
42,217.5,8.4,4.8
43,217.5,8.4,1.6
44,217.5,8.4,-1.6
45,217.5,8.4,-4.8
46,217.5,8.4,-8.0
47,217.5,8.4,-11.2
48,217.5,5.2,11.2
49,217.5,5.2,8.0
50,217.5,5.2,4.8
51,217.5,5.2,1.6
52,217.5,5.2,-1.6
53,217.5,5.2,-4.8
54,217.5,5.2,-8.0
55,217.5,5.2,-11.2
56,217.5,2.0,11.2
57,217.5,2.0,8.0
58,217.5,2.0,4.8
59,217.5,2.0,1.6
60,217.5,2.0,-1.6
61,217.5,2.0,-4.8
62,217.5,2.0,-8.0
63,217.5,2.0,-11.2
64,217.5,-2.0,11.2
65,217.5,-2.0,8.0
66,217.5,-2.0,4.8
67,217.5,-2.0,1.6
68,217.5,-2.0,-1.6
69,217.5,-2.0,-4.8
70,217.5,-2.0,-8.0
71,217.5,-2.0,-11.2
72,217.5,-5.2,11.2
73,217.5,-5.2,8.0
74,217.5,-5.2,4.8
75,217.5,-5.2,1.6
76,217.5,-5.2,-1.6
77,217.5,-5.2,-4.8
78,217.5,-5.2,-8.0
79,217.5,-5.2,-11.2
80,217.5,-8.4,11.2
81,217.5,-8.4,8.0
82,217.5,-8.4,4.8
83,217.5,-8.4,1.6
84,217.5,-8.4,-1.6
85,217.5,-8.4,-4.8
86,217.5,-8.4,-8.0
87,217.5,-8.4,-11.2
88,217.5,-11.6,11.2
89,217.5,-11.6,8.0
90,217.5,-11.6,4.8
91,217.5,-11.6,1.6
92,217.5,-11.6,-1.6
93,217.5,-11.6,-4.8
94,217.5,-11.6,-8.0
95,217.5,-11.6,-11.2
96,217.5,-14.8,11.2
97,217.5,-14.8,8.0
98,217.5,-14.8,4.8
99,217.5,-14.8,1.6
100,217.5,-14.8,-1.6
101,217.5,-14.8,-4.8
102,217.5,-14.8,-8.0
103,217.5,-14.8,-11.2
104,217.5,-18.0,11.2
105,217.5,-18.0,8.0
106,217.5,-18.0,4.8
107,217.5,-18.0,1.6
108,217.5,-18.0,-1.6
109,217.5,-18.0,-4.8
110,217.5,-18.0,-8.0
111,217.5,-18.0,-11.2
112,217.5,-21.2,11.2
113,217.5,-21.2,8.0
114,217.5,-21.2,4.8
115,217.5,-21.2,1.6
116,217.5,-21.2,-1.6
117,217.5,-21.2,-4.8
118,217.5,-21.2,-8.0
119,217.5,-21.2,-11.2
120,217.5,-24.4,11.2
121,217.5,-24.4,8.0
122,217.5,-24.4,4.8
123,217.5,-24.4,1.6
124,217.5,-24.4,-1.6
125,217.5,-24.4,-4.8
126,217.5,-24.4,-8.0
127,217.5,-24.4,-11.2
128,-217.5,24.4,11.2
129,-217.5,24.4,8.0
130,-217.5,24.4,4.8
131,-217.5,24.4,1.6
132,-217.5,24.4,-1.6
133,-217.5,24.4,-4.8
134,-217.5,24.4,-8.0
135,-217.5,24.4,-11.2
136,-217.5,21.2,11.2
137,-217.5,21.2,8.0
138,-217.5,21.2,4.8
139,-217.5,21.2,1.6
140,-217.5,21.2,-1.6
141,-217.5,21.2,-4.8
142,-217.5,21.2,-8.0
143,-217.5,21.2,-11.2
144,-217.5,18.0,11.2
145,-217.5,18.0,8.0
146,-217.5,18.0,4.8
147,-217.5,18.0,1.6
148,-217.5,18.0,-1.6
149,-217.5,18.0,-4.8
150,-217.5,18.0,-8.0
151,-217.5,18.0,-11.2
152,-217.5,14.8,11.2
153,-217.5,14.8,8.0
154,-217.5,14.8,4.8
155,-217.5,14.8,1.6
156,-217.5,14.8,-1.6
157,-217.5,14.8,-4.8
158,-217.5,14.8,-8.0
159,-217.5,14.8,-11.2
160,-217.5,11.6,11.2
161,-217.5,11.6,8.0
162,-217.5,11.6,4.8
163,-217.5,11.6,1.6
164,-217.5,11.6,-1.6
165,-217.5,11.6,-4.8
166,-217.5,11.6,-8.0
167,-217.5,11.6,-11.2
168,-217.5,8.4,11.2
169,-217.5,8.4,8.0
170,-217.5,8.4,4.8
171,-217.5,8.4,1.6
172,-217.5,8.4,-1.6
173,-217.5,8.4,-4.8
174,-217.5,8.4,-8.0
175,-217.5,8.4,-11.2
176,-217.5,5.2,11.2
177,-217.5,5.2,8.0
178,-217.5,5.2,4.8
179,-217.5,5.2,1.6
180,-217.5,5.2,-1.6
181,-217.5,5.2,-4.8
182,-217.5,5.2,-8.0
183,-217.5,5.2,-11.2
184,-217.5,2.0,11.2
185,-217.5,2.0,8.0
186,-217.5,2.0,4.8
187,-217.5,2.0,1.6
188,-217.5,2.0,-1.6
189,-217.5,2.0,-4.8
190,-217.5,2.0,-8.0
191,-217.5,2.0,-11.2
192,-217.5,-2.0,11.2
193,-217.5,-2.0,8.0
194,-217.5,-2.0,4.8
195,-217.5,-2.0,1.6
196,-217.5,-2.0,-1.6
197,-217.5,-2.0,-4.8
198,-217.5,-2.0,-8.0
199,-217.5,-2.0,-11.2
200,-217.5,-5.2,11.2
201,-217.5,-5.2,8.0
202,-217.5,-5.2,4.8
203,-217.5,-5.2,1.6
204,-217.5,-5.2,-1.6
205,-217.5,-5.2,-4.8
206,-217.5,-5.2,-8.0
207,-217.5,-5.2,-11.2
208,-217.5,-8.4,11.2
209,-217.5,-8.4,8.0
210,-217.5,-8.4,4.8
211,-217.5,-8.4,1.6
212,-217.5,-8.4,-1.6
213,-217.5,-8.4,-4.8
214,-217.5,-8.4,-8.0
215,-217.5,-8.4,-11.2
216,-217.5,-11.6,11.2
217,-217.5,-11.6,8.0
218,-217.5,-11.6,4.8
219,-217.5,-11.6,1.6
220,-217.5,-11.6,-1.6
221,-217.5,-11.6,-4.8
222,-217.5,-11.6,-8.0
223,-217.5,-11.6,-11.2
224,-217.5,-14.8,11.2
225,-217.5,-14.8,8.0
226,-217.5,-14.8,4.8
227,-217.5,-14.8,1.6
228,-217.5,-14.8,-1.6
229,-217.5,-14.8,-4.8
230,-217.5,-14.8,-8.0
231,-217.5,-14.8,-11.2
232,-217.5,-18.0,11.2
233,-217.5,-18.0,8.0
234,-217.5,-18.0,4.8
235,-217.5,-18.0,1.6
236,-217.5,-18.0,-1.6
237,-217.5,-18.0,-4.8
238,-217.5,-18.0,-8.0
239,-217.5,-18.0,-11.2
240,-217.5,-21.2,11.2
241,-217.5,-21.2,8.0
242,-217.5,-21.2,4.8
243,-217.5,-21.2,1.6
244,-217.5,-21.2,-1.6
245,-217.5,-21.2,-4.8
246,-217.5,-21.2,-8.0
247,-217.5,-21.2,-11.2
248,-217.5,-24.4,11.2
249,-217.5,-24.4,8.0
250,-217.5,-24.4,4.8
251,-217.5,-24.4,1.6
252,-217.5,-24.4,-1.6
253,-217.5,-24.4,-4.8
254,-217.5,-24.4,-8.0
255,-217.5,-24.4,-11.2
